# X-nullcline
0.101572 1 1
0.101572 0.995 1

0.101572 0.995 1
0.101572 0.99 1

0.101572 0.99 1
0.101572 0.985 1

0.101572 0.985 1
0.101572 0.98 1

0.101572 0.98 1
0.101572 0.975 1

0.101572 0.975 1
0.101572 0.97 1

0.101572 0.97 1
0.101572 0.965 1

0.101572 0.965 1
0.101572 0.96 1

0.101572 0.96 1
0.101572 0.955 1

0.101572 0.955 1
0.101572 0.95 1

0.101572 0.95 1
0.101572 0.945 1

0.101572 0.945 1
0.101572 0.94 1

0.101572 0.94 1
0.101572 0.935 1

0.101572 0.935 1
0.101572 0.93 1

0.101572 0.93 1
0.101572 0.925 1

0.101572 0.925 1
0.101572 0.92 1

0.101572 0.92 1
0.101572 0.915 1

0.101572 0.915 1
0.101572 0.91 1

0.101572 0.91 1
0.101572 0.905 1

0.101572 0.905 1
0.101572 0.9 1

0.101572 0.9 1
0.101572 0.895 1

0.101572 0.895 1
0.101572 0.89 1

0.101572 0.89 1
0.101572 0.885 1

0.101572 0.885 1
0.101572 0.88 1

0.101572 0.88 1
0.101572 0.875 1

0.101572 0.875 1
0.101572 0.87 1

0.101572 0.87 1
0.101572 0.865 1

0.101572 0.865 1
0.101572 0.86 1

0.101572 0.86 1
0.101572 0.855 1

0.101572 0.855 1
0.101572 0.85 1

0.101572 0.85 1
0.101572 0.845 1

0.101572 0.845 1
0.101572 0.84 1

0.101572 0.84 1
0.101572 0.835 1

0.101572 0.835 1
0.101572 0.83 1

0.101572 0.83 1
0.101572 0.825 1

0.101572 0.825 1
0.101572 0.82 1

0.101572 0.82 1
0.101572 0.815 1

0.101572 0.815 1
0.101572 0.81 1

0.101572 0.81 1
0.101572 0.805 1

0.101572 0.805 1
0.101572 0.8 1

0.101572 0.8 1
0.101572 0.795 1

0.101572 0.795 1
0.101572 0.79 1

0.101572 0.79 1
0.101572 0.785 1

0.101572 0.785 1
0.101572 0.78 1

0.101572 0.78 1
0.101572 0.775 1

0.101572 0.775 1
0.101572 0.77 1

0.101572 0.77 1
0.101572 0.765 1

0.101572 0.765 1
0.101572 0.76 1

0.101572 0.76 1
0.101572 0.755 1

0.101572 0.755 1
0.101572 0.75 1

0.101572 0.75 1
0.101572 0.745 1

0.101572 0.745 1
0.101572 0.74 1

0.101572 0.74 1
0.101572 0.735 1

0.101572 0.735 1
0.101572 0.73 1

0.101572 0.73 1
0.101572 0.725 1

0.101572 0.725 1
0.101572 0.72 1

0.101572 0.72 1
0.101572 0.715 1

0.101572 0.715 1
0.101572 0.71 1

0.101572 0.71 1
0.101572 0.705 1

0.101572 0.705 1
0.101572 0.7 1

0.101572 0.7 1
0.101572 0.695 1

0.101572 0.695 1
0.101572 0.69 1

0.101572 0.69 1
0.101572 0.685 1

0.101572 0.685 1
0.101572 0.68 1

0.101572 0.68 1
0.101572 0.675 1

0.101572 0.675 1
0.101572 0.67 1

0.101572 0.67 1
0.101572 0.665 1

0.101572 0.665 1
0.101572 0.66 1

0.101572 0.66 1
0.101572 0.655 1

0.101572 0.655 1
0.101572 0.65 1

0.101572 0.65 1
0.101572 0.645 1

0.101572 0.645 1
0.101572 0.64 1

0.101572 0.64 1
0.101572 0.635 1

0.101572 0.635 1
0.101572 0.63 1

0.101572 0.63 1
0.101572 0.625 1

0.101572 0.625 1
0.101572 0.62 1

0.101572 0.62 1
0.101572 0.615 1

0.101572 0.615 1
0.101572 0.61 1

0.101572 0.61 1
0.101572 0.605 1

0.101572 0.605 1
0.101572 0.6 1

0.101572 0.6 1
0.101572 0.595 1

0.101572 0.595 1
0.101572 0.59 1

0.101572 0.59 1
0.101572 0.585 1

0.101572 0.585 1
0.101572 0.58 1

0.101572 0.58 1
0.101572 0.575 1

0.101572 0.575 1
0.101572 0.57 1

0.101572 0.57 1
0.101572 0.565 1

0.101572 0.565 1
0.101572 0.56 1

0.101572 0.56 1
0.101572 0.555 1

0.101572 0.555 1
0.101572 0.55 1

0.101572 0.55 1
0.101572 0.545 1

0.101572 0.545 1
0.101572 0.54 1

0.101572 0.54 1
0.101572 0.535 1

0.101572 0.535 1
0.101572 0.53 1

0.101572 0.53 1
0.101572 0.525 1

0.101572 0.525 1
0.101572 0.52 1

0.101572 0.52 1
0.101572 0.515 1

0.101572 0.515 1
0.101572 0.51 1

0.101572 0.51 1
0.101572 0.505 1

0.101572 0.505 1
0.101572 0.5 1

0.101572 0.5 1
0.101572 0.495 1

0.101572 0.495 1
0.101572 0.49 1

0.101572 0.49 1
0.101572 0.485 1

0.101572 0.485 1
0.101572 0.48 1

0.101572 0.48 1
0.101572 0.475 1

0.101572 0.475 1
0.101572 0.47 1

0.101572 0.47 1
0.101572 0.465 1

0.101572 0.465 1
0.101572 0.46 1

0.101572 0.46 1
0.101572 0.455 1

0.101572 0.455 1
0.101572 0.45 1

0.101572 0.45 1
0.101572 0.445 1

0.101572 0.445 1
0.101572 0.44 1

0.101572 0.44 1
0.101572 0.435 1

0.101572 0.435 1
0.101572 0.43 1

0.101572 0.43 1
0.101572 0.425 1

0.101572 0.425 1
0.101572 0.42 1

0.101572 0.42 1
0.101572 0.415 1

0.101572 0.415 1
0.101572 0.41 1

0.101572 0.41 1
0.101572 0.405 1

0.101572 0.405 1
0.101572 0.4 1

0.101572 0.4 1
0.101572 0.395 1

0.101572 0.395 1
0.101572 0.39 1

0.101572 0.39 1
0.101572 0.385 1

0.101572 0.385 1
0.101572 0.38 1

0.101572 0.38 1
0.101572 0.375 1

0.101572 0.375 1
0.101572 0.37 1

0.101572 0.37 1
0.101572 0.365 1

0.101572 0.365 1
0.101572 0.36 1

0.101572 0.36 1
0.101572 0.355 1

0.101572 0.355 1
0.101572 0.35 1

0.101572 0.35 1
0.101572 0.345 1

0.101572 0.345 1
0.101572 0.34 1

0.101572 0.34 1
0.101572 0.335 1

0.101572 0.335 1
0.101572 0.33 1

0.101572 0.33 1
0.101572 0.325 1

0.101572 0.325 1
0.101572 0.32 1

0.101572 0.32 1
0.101572 0.315 1

0.101572 0.315 1
0.101572 0.31 1

0.101572 0.31 1
0.101572 0.305 1

0.101572 0.305 1
0.101572 0.3 1

0.101572 0.3 1
0.101572 0.295 1

0.101572 0.295 1
0.101572 0.29 1

0.101572 0.29 1
0.101572 0.285 1

0.101572 0.285 1
0.101572 0.28 1

0.101572 0.28 1
0.101572 0.275 1

0.101572 0.275 1
0.101572 0.27 1

0.101572 0.27 1
0.101572 0.265 1

0.101572 0.265 1
0.101572 0.26 1

0.101572 0.26 1
0.101572 0.255 1

0.101572 0.255 1
0.101572 0.25 1

0.101572 0.25 1
0.101572 0.245 1

0.101572 0.245 1
0.101572 0.24 1

0.101572 0.24 1
0.101572 0.235 1

0.101572 0.235 1
0.101572 0.23 1

0.101572 0.23 1
0.101572 0.225 1

0.101572 0.225 1
0.101572 0.22 1

0.101572 0.22 1
0.101572 0.215 1

0.101572 0.215 1
0.101572 0.21 1

0.101572 0.21 1
0.101572 0.205 1

0.101572 0.205 1
0.101572 0.2 1

0.101572 0.2 1
0.101572 0.195 1

0.101572 0.195 1
0.101572 0.19 1

0.101572 0.19 1
0.101572 0.185 1

0.101572 0.185 1
0.101572 0.18 1

0.101572 0.18 1
0.101572 0.175 1

0.101572 0.175 1
0.101572 0.17 1

0.101572 0.17 1
0.101572 0.165 1

0.101572 0.165 1
0.101572 0.16 1

0.101572 0.16 1
0.101572 0.155 1

0.101572 0.155 1
0.101572 0.15 1

0.101572 0.15 1
0.101572 0.145 1

0.101572 0.145 1
0.101572 0.14 1

0.101572 0.14 1
0.101572 0.135 1

0.101572 0.135 1
0.101572 0.13 1

0.101572 0.13 1
0.101572 0.125 1

0.101572 0.125 1
0.101572 0.12 1

0.101572 0.12 1
0.101572 0.115 1

0.101572 0.115 1
0.101572 0.11 1

0.101572 0.11 1
0.101572 0.105 1

0.101572 0.105 1
0.101572 0.1 1

0.101572 0.1 1
0.101572 0.095 1

0.101572 0.095 1
0.101572 0.09 1

0.101572 0.09 1
0.101572 0.085 1

0.101572 0.085 1
0.101572 0.08 1

0.101572 0.0800001 1
0.101572 0.075 1

0.101572 0.075 1
0.101572 0.07 1

0.101572 0.07 1
0.101572 0.065 1

0.101572 0.065 1
0.101572 0.06 1

0.101572 0.06 1
0.101572 0.055 1

0.101572 0.055 1
0.101572 0.05 1

0.101572 0.05 1
0.101572 0.045 1

0.101572 0.045 1
0.101572 0.04 1

0.101572 0.04 1
